GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), 0-100kph Time(s),0-100mph Time(s),0-200kph Time(s),0-30mph Time(s),0-60mph Time(s),1/4 mile time(s),1/8 mile time(s),100-0kph Time(s),100-200kph Time(s),40-60mph Time(s),60-0mph Time(s),60-120mph Time(s),60-130mph Time(s),60-80mph Time(s),80-100mph Time(s),80-120kph Time(s),Absolute Throttle Position B(%),Acceleration Sensor(Total)(g),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Accelerator PedalPosition D(%),Accelerator PedalPosition E(%),Accelerator PedalPosition F(%),Actual engine % torque(%),Air Fuel Ratio(Commanded)(:1),Air Fuel Ratio(Measured)(:1),Alcohol Fuel Percentage(%),Ambient air temp(°F),Android device Battery Level(%),Average trip speed(whilst moving only)(mph),Average trip speed(whilst stopped or moving)(mph),Barometer (on Android device)(mb),Barometric pressure (from vehicle)(psi),Boost Pressure Commanded A(psi),Boost Pressure Commanded B(psi),Boost Pressure Sensor A(psi),Boost Pressure Sensor B(psi),Catalyst Temperature (Bank 1 Sensor 1)(°F),Catalyst Temperature (Bank 1 Sensor 2)(°F),Catalyst Temperature (Bank 2 Sensor 1)(°F),Catalyst Temperature (Bank 2 Sensor 2)(°F),Charge air cooler temperature (CACT)(°F),Commanded Equivalence Ratio(lambda),Cost per mile/km (Instant)($/m),Cost per mile/km (Trip)($/m),CO₂ in g/km (Average)(g/km),CO₂ in g/km (Instantaneous)(g/km),Distance to empty (Estimated)(miles),Distance travelled since codes cleared(miles),Distance travelled with MIL/CEL lit(miles),DPF Bank 1 Delta Pressure(psi),DPF Bank 1 Inlet Pressure(psi),DPF Bank 1 Inlet Temperature(°F),DPF Bank 1 Outlet Pressure(psi),DPF Bank 1 Outlet Temperature(°F),DPF Bank 2 Delta Pressure(psi),DPF Bank 2 Inlet Pressure(psi),DPF Bank 2 Inlet Temperature(°F),DPF Bank 2 Outlet Pressure(psi),DPF Bank 2 Outlet Temperature(°F),Drivers demand engine % torque(%),EGR Commanded(%),EGR Error(%),Engine Coolant Temperature(°F),Engine kW (At the wheels)(kW),Engine Load(%),Engine Load(Absolute)(%),Engine Oil Temperature(°F),Engine reference torque(Nm),Engine RPM(rpm),Ethanol Fuel %(%),Evap System Vapour Pressure(Pa),Exhaust gas temp Bank 1 Sensor 1(°F),Exhaust gas temp Bank 1 Sensor 2(°F),Exhaust gas temp Bank 1 Sensor 3(°F),Exhaust gas temp Bank 1 Sensor 4(°F),Exhaust gas temp Bank 2 Sensor 1(°F),Exhaust gas temp Bank 2 Sensor 2(°F),Exhaust gas temp Bank 2 Sensor 3(°F),Exhaust gas temp Bank 2 Sensor 4(°F),Exhaust Pressure Bank 1(psi),Exhaust Pressure Bank 2(psi),Fuel cost (trip)(cost),Fuel flow rate/hour(gal/hr),Fuel flow rate/minute(gal/min),Fuel Level (From Engine ECU)(%),Fuel pressure(psi),Fuel Rail Pressure(psi),Fuel Rail Pressure (relative to manifold vacuum)(psi),Fuel Rate (direct from ECU)(L/m),Fuel Remaining (Calculated from vehicle profile)(%),Fuel Trim Bank 1 Long Term(%),Fuel Trim Bank 1 Short Term(%),Fuel Trim Bank 2 Long Term(%),Fuel Trim Bank 2 Short Term(%),Fuel trim Sensor1(%),Fuel trim Sensor2(%),Fuel trim Sensor3(%),Fuel trim Sensor4(%),Fuel trim Sensor5(%),Fuel trim Sensor6(%),Fuel trim Sensor7(%),Fuel trim Sensor8(%),Fuel used (trip)(gal),GPS Accuracy(ft),GPS Altitude(ft),GPS Bearing(°),GPS Latitude(°),GPS Longitude(°),GPS Satellites,GPS vs OBD Speed difference(mph),Horsepower (At the wheels)(hp),Hybrid Battery Charge (%)(%),Hybrid/EV Battery Remaining Charge(%),Hybrid/EV Battery State of Health(%),Hybrid/EV System Battery Current(A),Hybrid/EV System Battery Power(W),Hybrid/EV System Battery Voltage(V),Intake Air Temperature(°F),Intake Manfold Abs Pressure A(psi),Intake Manfold Abs Pressure B(psi),Intake Manifold Pressure(psi),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Instant)(l/100km),Litres Per 100 Kilometer(Long Term Average)(l/100km),Mass Air Flow Rate(g/s),Mass air flow sensor A(g/s),Mass air flow sensor B(g/s),Miles Per Gallon(Instant)(mpg),Miles Per Gallon(Long Term Average)(mpg),NOx Post SCR(ppm),NOx Pre SCR(ppm),O2 Sensor1 Wide Range Current(mA),O2 Sensor1 Voltage(V),O2 Sensor1 Wide Range Equivalence Ratio(λ),O2 Sensor1 Wide Range Voltage(V),O2 Sensor2 Voltage(V),O2 Sensor2 Wide Range Current(mA),O2 Sensor2 Wide Range Equivalence Ratio(λ),O2 Sensor2 Wide Range Voltage(V),O2 Sensor3 Voltage(V),O2 Sensor3 Wide Range Current(mA),O2 Sensor3 Wide Range Equivalence Ratio(λ),O2 Sensor3 Wide Range Voltage(V),O2 Sensor4 Voltage(V),O2 Sensor4 Wide Range Current(mA),O2 Sensor4 Wide Range Equivalence Ratio(λ),O2 Sensor4 Wide Range Voltage(V),O2 Sensor5 Voltage(V),O2 Sensor5 Wide Range Current(mA),O2 Sensor5 Wide Range Equivalence Ratio(λ),O2 Sensor5 Wide Range Voltage(V),O2 Sensor6 Voltage(V),O2 Sensor6 Wide Range Current(mA),O2 Sensor6 Wide Range Equivalence Ratio(λ),O2 Sensor6 Wide Range Voltage(V),O2 Sensor7 Voltage(V),O2 Sensor7 Wide Range Current(mA),O2 Sensor7 Wide Range Equivalence Ratio(λ),O2 Sensor7 Wide Range Voltage(V),O2 Sensor8 Voltage(V),O2 Sensor8 Wide Range Current(mA),O2 Sensor8 Wide Range Equivalence Ratio(λ),O2 Sensor8 Wide Range Voltage(V),Odometer(from ECU)(miles),Percentage of City driving(%),Percentage of Highway driving(%),Percentage of Idle driving(%),Positive Kinetic Energy (PKE)(km/hr²),Relative Accelerator Pedal Position(%),Relative Throttle Position(%),Run time since engine start(s),Speed (GPS)(mph),Speed (OBD)(mph),Throttle Position(Manifold)(%),Timing Advance(°),Torque(Nm),Transmission Temperature(Method 2)(°F),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Trip average MPG(mpg),Trip Distance(miles),Trip distance (stored in vehicle profile)(miles),Trip Time(Since journey start)(s),Trip time(whilst moving)(s),Trip time(whilst stationary)(s),Turbo Boost & Vacuum Gauge(psi),Voltage (Control Module)(V),Voltage (OBD Adapter)(V),Volumetric Efficiency (Calculated)(%)
Sun Jun 12 21:55:45 CDT 2022,12-Jun-2022 21:55:45.388,-96.62885431816544,33.02173568852635,0.0,5.995795726776123,149.15311393577494,0.0,1.76949239,7.07557678,6.6352973,0.01212657,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.43137169,-0.01,0.23,0.70999998,0.52999997,21.1764698,9.8039217,-,40,15.0481205,-,-,-,64,-,0,988.98455811,14.21369832,-,-,-,-,402.08001099,-,-,-,-,1.02368164,-,-,-,-,-,3470.97947851,0,-,-,-,-,-,-,-,-,-,-,-,0,0,154.4,-,0,36.47058868,-,162,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.94117641,-,-,-,-,-,-5.46875,-,-,-,-,-,-,-,-,-,-,-,-,19.67124585,489.34746364,0,33.02173615,-96.62885284,27,0,-,30.98039246,30.98039246,-,-,-,0,-,-,-,-,0,28.55221176,-,3.50232506,-,10.40625,0,0,67.15955353,-,-,-,-,0.99555051,3.98220205,1.27499998,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.11361214,0,99.88639069,-,-,-,163,0,0,17.25490189,0,-,-,-,-,-,-,17.45584812,0,0,0,0,14.39999962,13.69999981,-
Sun Jun 12 21:55:47 CDT 2022,12-Jun-2022 21:55:47.788,-96.62885517756209,33.02173578468019,0.0,5.671741485595703,149.23725120223438,0.0,1.90767789,8.97727203,3.45882511,0.0137835,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.43137169,0,0.18000001,0.93000001,0.23,21.1764698,9.8039217,-,40,15.0481205,-,-,-,64,-,0,988.95684814,14.21369832,-,-,-,-,402.08001099,-,-,-,-,1.02368164,-,-,-,-,-,3470.97947851,0,-,-,-,-,-,-,-,-,-,-,-,0,0,154.4,-,0,36.47058868,-,162,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.94117641,-,-,-,-,-,-5.46875,-,-,-,-,-,-,-,-,-,-,-,-,18.60807577,489.62350354,0,33.02173615,-96.62885284,28,0,-,30.58823586,30.58823586,-,-,-,0,-,-,-,-,0,28.55221176,-,3.50232506,-,10.40625,0,0,67.15955353,-,-,-,-,0.99555051,3.98220205,1.27499998,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.11361214,0,99.88639069,-,-,-,166,0,0,17.25490189,0,-,-,-,-,-,-,17.45584812,0,0,0,0,14.40999985,13.69999981,-
Sun Jun 12 21:55:51 CDT 2022,12-Jun-2022 21:55:50.908,-96.62885753259283,33.02173692519695,0.0,5.541236877441406,149.41811368912744,0.0,1.64805663,9.07298565,3.31585407,0.01987665,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.43137169,0,0.16,0.93000001,0.22,21.1764698,9.8039217,-,40,15.0481205,-,-,-,64,-,0,988.95935059,14.21369832,-,-,-,-,402.08001099,-,-,-,-,1.02368164,-,-,-,-,-,3470.97947851,0,-,-,-,-,-,-,-,-,-,-,-,0,0,154.4,-,0,36.47058868,-,162,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.94117641,-,-,-,-,-,-5.46875,-,-,-,-,-,-,-,-,-,-,-,-,18.17991104,490.21688421,0,33.02173615,-96.62886047,26,0,-,30.58823586,30.58823586,-,-,-,0,-,-,-,-,0,28.55221176,-,3.50232506,-,10.40625,0,0,67.15955353,-,-,-,-,0.99555051,3.98220205,1.27499998,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.11361214,0,99.88639069,-,-,-,169,0,0,17.25490189,0,-,-,-,-,-,-,17.45584812,0,0,0,0,14.39999962,13.60000038,-
Sun Jun 12 21:55:53 CDT 2022,12-Jun-2022 21:55:52.942,-96.62885825191144,33.02173688392284,0.0,5.502194404602051,149.26354205199505,0.0,2.94436836,8.93599606,3.43190598,0.01695535,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.43137169,0,0.37,0.88,0.13,21.1764698,9.8039217,-,40,15.0481205,-,-,-,64,-,0,988.98706055,14.21369832,-,-,-,-,402.08001099,-,-,-,-,1.02368164,-,-,-,-,-,3470.97947851,0,-,-,-,-,-,-,-,-,-,-,-,0,0,152.6,-,0,36.47058868,-,162,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.94117641,-,-,-,-,-,-5.46875,-,-,-,-,-,-,-,-,-,-,-,-,18.05181894,489.70975975,0,33.02173615,-96.62886047,26,0,-,30.19607925,30.19607925,-,-,-,0,-,-,-,-,0,28.55221176,-,3.50232506,-,10.40625,0,0,67.15955353,-,-,-,-,0.99555051,3.98220205,1.27499998,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.11361214,0,99.88639069,-,-,-,171,0,0,17.25490189,0,-,-,-,-,-,-,17.45584812,0,0,0,0,14.39000034,13.60000038,-
Sun Jun 12 21:55:55 CDT 2022,12-Jun-2022 21:55:55.736,-96.62885883245355,33.02173663532323,0.0,5.51433801651001,149.1834026376553,0.0,1.50209439,8.57587624,4.39800787,0.01286665,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.43137169,0,0.15000001,0.87,0.34,21.1764698,9.8039217,-,40,15.0481205,-,-,-,64,-,0,989.10614014,14.21369832,-,-,-,-,402.08001099,-,-,-,-,1.02368164,-,-,-,-,-,3470.97947851,0,-,-,-,-,-,-,-,-,-,-,-,0,0,152.6,-,0,36.47058868,-,162,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.94117641,-,-,-,-,-,-5.46875,-,-,-,-,-,-,-,-,-,-,-,-,18.09166019,489.446836,0,33.02173615,-96.62886047,26,0,-,29.80392075,29.80392075,-,-,-,0,-,-,-,-,0,28.55221176,-,3.50232506,-,10.40625,0,0,67.15955353,-,-,-,-,0.99555051,3.98220205,1.27499998,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.11361214,0,99.88639069,-,-,-,174,0,0,17.25490189,0,-,-,-,-,-,-,17.45584812,0,0,0,0,14.40999985,13.69999981,-
Sun Jun 12 21:55:58 CDT 2022,12-Jun-2022 21:55:58.643,-96.62885933578407,33.02173678207015,0.0,5.731100082397461,148.90586935835745,0.0,1.89870477,9.45882797,3.74058008,0.0697239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.43137169,0,0.17,0.93000001,0.23,21.1764698,9.8039217,-,40,15.0481205,-,-,-,64,-,0,988.90216064,14.21369832,-,-,-,-,402.08001099,-,-,-,-,1.02368164,-,-,-,-,-,3470.97947851,0,-,-,-,-,-,-,-,-,-,-,-,0,0,152.6,-,0,36.47058868,-,162,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.94117641,-,-,-,-,-,-5.46875,-,-,-,-,-,-,-,-,-,-,-,-,18.80282182,488.53631482,0,33.02173615,-96.62886047,25,0,-,29.41176414,29.41176414,-,-,-,0,-,-,-,-,0,28.55221176,-,3.50232506,-,10.40625,0,0,67.15955353,-,-,-,-,0.99555051,3.98220205,1.27499998,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.11361214,0,99.88639069,-,-,-,176,0,0,17.25490189,0,-,-,-,-,-,-,17.45584812,0,0,0,0,14.36999989,13.69999981,-
Sun Jun 12 21:56:00 CDT 2022,12-Jun-2022 21:56:00.531,-96.62885968203224,33.02173701072422,0.0,5.808406829833984,148.76346506684985,0.0,3.21236444,8.94676399,1.90648139,0.0173666,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.43137169,0.03,0.31999999,0.94,0.16,21.1764698,9.8039217,-,40,15.0481205,-,-,-,64,-,0,988.99591064,14.21369832,-,-,-,-,402.08001099,-,-,-,-,1.02368164,-,-,-,-,-,3470.97947851,0,-,-,-,-,-,-,-,-,-,-,-,0,0,152.6,-,0,36.47058868,-,162,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.94117641,-,-,-,-,-,-5.46875,-,-,-,-,-,-,-,-,-,-,-,-,19.05645288,488.06908949,0,33.02173615,-96.62886047,24,0,-,29.01960754,29.01960754,-,-,-,0,-,-,-,-,0,28.55221176,-,3.50232506,-,10.40625,0,0,67.15955353,-,-,-,-,0.99555051,3.98220205,1.27499998,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.11361214,0,99.88639069,-,-,-,179,0,0,17.64705849,0,-,-,-,-,-,-,17.45584812,0,0,0,0,14.39000034,13.69999981,-
Sun Jun 12 21:56:03 CDT 2022,12-Jun-2022 21:56:03.623,-96.62886101771565,33.02173766877616,0.0,5.864561080932617,148.58517503283377,0.0,1.76530492,9.13101101,3.07836628,0.01612766,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.43137169,0,0.16,0.92000002,0.2,21.1764698,9.8039217,-,40,15.0481205,-,-,-,64,-,0,988.98217773,14.21369832,-,-,-,-,402.08001099,-,-,-,-,1.02368164,-,-,-,-,-,3470.97947851,0,-,-,-,-,-,-,-,-,-,-,-,0,0,152.6,-,0,36.47058868,-,162,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.94117641,-,-,-,-,-,-5.46875,-,-,-,-,-,-,-,-,-,-,-,-,19.24068599,487.48416925,0,33.02173615,-96.62886047,25,0,-,28.62745094,28.62745094,-,-,-,0,-,-,-,-,0,28.55221176,-,3.50232506,-,10.40625,0,0,67.15955353,-,-,-,-,0.99555051,3.98220205,1.27499998,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.11361214,0,99.88639069,-,-,-,182,0,0,17.25490189,0,-,-,-,-,-,-,17.45584812,0,0,0,0,14.39999962,13.69999981,-
Sun Jun 12 21:56:06 CDT 2022,12-Jun-2022 21:56:06.153,-96.62886091850766,33.02173776038002,0.0,5.795292854309082,148.58152152179213,0.0,1.59481633,9.10827923,3.21236444,0.01689445,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.43137169,0,0.17,0.92000002,0.20999999,21.1764698,9.8039217,-,40,15.0481205,-,-,-,64,-,0,988.97991943,14.21369832,-,-,-,-,402.08001099,-,-,-,-,1.02368164,-,-,-,-,-,3470.97947851,0,-,-,-,-,-,-,-,-,-,-,-,0,0,152.6,-,0,36.47058868,-,162,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.94117641,-,-,-,-,-,-5.46875,-,-,-,-,-,-,-,-,-,-,-,-,19.01342803,487.47220451,0,33.02173615,-96.62886047,25,0,-,28.62745094,28.62745094,-,-,-,0,-,-,-,-,0,28.55221176,-,3.50232506,-,10.40625,0,0,67.15955353,-,-,-,-,0.99555051,3.98220205,1.27499998,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.11361214,0,99.88639069,-,-,-,184,0,0,17.25490189,0,-,-,-,-,-,-,17.45584812,0,0,0,0,14.39000034,13.69999981,-
Sun Jun 12 21:56:08 CDT 2022,12-Jun-2022 21:56:08.204,-96.6288609278752,33.02173783681381,0.0,5.823928356170654,148.5328936514223,0.0,1.53798676,9.11844921,3.32721996,0.01951987,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.43137169,0,0.15000001,0.92000002,0.23,21.1764698,9.8039217,-,40,15.0481205,-,-,-,64,-,0,988.9699707,14.21369832,-,-,-,-,402.08001099,-,-,-,-,1.02368164,-,-,-,-,-,3470.97947851,0,-,-,-,-,-,-,-,-,-,-,-,0,0,152.6,-,0,36.47058868,-,162,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.94117641,-,-,-,-,-,-5.46875,-,-,-,-,-,-,-,-,-,-,-,-,19.10737653,487.31265805,0,33.02173615,-96.62886047,24,0,-,28.23529434,28.23529434,-,-,-,0,-,-,-,-,0,28.55221176,-,3.50232506,-,10.40625,0,0,67.15955353,-,-,-,-,0.99555051,3.98220205,1.27499998,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.11361214,0,99.88639069,-,-,-,186,0,0,17.25490189,0,-,-,-,-,-,-,17.45584812,0,0,0,0,14.39999962,13.69999981,-
Sun Jun 12 21:56:11 CDT 2022,12-Jun-2022 21:56:11.359,-96.62886193892625,33.021738302017525,0.0,5.858733177185059,148.43497823680903,0.0,1.60857499,9.1226368,3.11246395,0.01402203,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.43137169,0,0.16,0.92000002,0.22,21.1764698,9.8039217,-,40,15.0481205,-,-,-,64,-,0,988.97521973,14.21369832,-,-,-,-,402.08001099,-,-,-,-,1.02368164,-,-,-,-,-,3470.97947851,0,-,-,-,-,-,-,-,-,-,-,-,0,0,152.6,-,0,36.47058868,-,162,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.94117641,-,-,-,-,-,-5.46875,-,-,-,-,-,-,-,-,-,-,-,-,19.22156557,486.99141248,0,33.02173996,-96.62886047,24,0,-,27.84313774,27.84313774,-,-,-,0,-,-,-,-,0,28.55221176,-,3.50232506,-,10.40625,0,0,67.15955353,-,-,-,-,0.99555051,3.98220205,1.27499998,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.11361214,0,99.88639069,-,-,-,189,0,0,17.25490189,0,-,-,-,-,-,-,17.45584812,0,0,0,0,14.39000034,13.60000038,-
